日期,名稱,開盤價,最高價,最低價,收盤價,成交量,前一天收盤價,Price_Change,Percentage_Change,前一天成交量,Volume_Change,Volume_Percentage_Change
2024/09/19,玉米,412.25,413.0,405.25,405.75,166204.0,412.75,-7.0,-1.7,134644.0,31560.0,23.44
2024/09/20,玉米,406.0,407.25,401.5,401.75,178231.0,405.75,-4.0,-0.99,166204.0,12027.0,7.24
2024/09/23,玉米,401.5,414.25,401.25,413.5,228072.0,401.75,11.75,2.92,178231.0,49841.0,27.96
2024/09/24,玉米,413.0,418.25,410.0,411.75,210496.0,413.5,-1.75,-0.42,228072.0,-17576.0,-7.71
2024/09/25,玉米,411.75,415.5,408.5,415.25,158957.0,411.75,3.5,0.85,210496.0,-51539.0,-24.48
2024/09/26,玉米,414.75,419.25,412.5,413.25,204872.0,415.25,-2.0,-0.48,158957.0,45915.0,28.89
2024/09/27,玉米,413.0,419.75,410.75,418.0,218578.0,413.25,4.75,1.15,204872.0,13706.0,6.69
2024/09/30,玉米,416.5,427.75,415.5,424.75,272926.0,418.0,6.75,1.61,218578.0,54348.0,24.86
2024/10/01,玉米,423.5,432.5,421.75,429.0,262757.0,424.75,4.25,1.0,272926.0,-10169.0,-3.73
2024/10/02,玉米,428.5,434.25,428.5,432.5,239747.0,429.0,3.5,0.82,262757.0,-23010.0,-8.76
2024/10/03,玉米,431.5,433.25,427.5,428.25,181331.0,432.5,-4.25,-0.98,239747.0,-58416.0,-24.37
2024/10/04,玉米,427.5,427.5,423.0,424.75,165354.0,428.25,-3.5,-0.82,181331.0,-15977.0,-8.81
2024/10/07,玉米,424.0,427.0,421.25,426.0,161439.0,424.75,1.25,0.29,165354.0,-3915.0,-2.37
2024/10/08,玉米,426.0,428.0,419.25,420.75,229659.0,426.0,-5.25,-1.23,161439.0,68220.0,42.26
2024/10/09,玉米,420.25,423.5,420.0,421.0,148815.0,420.75,0.25,0.06,229659.0,-80844.0,-35.2
2024/10/10,玉米,421.0,424.0,418.0,418.5,171360.0,421.0,-2.5,-0.59,148815.0,22545.0,15.15
2024/10/11,玉米,418.5,422.75,415.25,415.75,224069.0,418.5,-2.75,-0.66,171360.0,52709.0,30.76
2024/10/14,玉米,415.0,415.25,407.5,408.25,257782.0,415.75,-7.5,-1.8,224069.0,33713.0,15.05
2024/10/15,玉米,408.0,408.0,400.5,401.25,305403.0,408.25,-7.0,-1.71,257782.0,47621.0,18.47
2024/10/16,玉米,401.25,406.75,401.0,404.75,214285.0,401.25,3.5,0.87,305403.0,-91118.0,-29.84
2024/10/17,玉米,404.5,407.5,399.0,406.75,255482.0,404.75,2.0,0.49,214285.0,41197.0,19.23
2024/10/18,玉米,406.75,409.5,403.75,404.75,193538.0,406.75,-2.0,-0.49,255482.0,-61944.0,-24.25
2024/10/21,玉米,403.75,411.75,403.0,409.5,241760.0,404.75,4.75,1.17,193538.0,48222.0,24.92
2024/10/22,玉米,409.0,417.0,408.25,416.5,267224.0,409.5,7.0,1.71,241760.0,25464.0,10.53
2024/10/23,玉米,416.0,420.0,414.0,419.0,246005.0,416.5,2.5,0.6,267224.0,-21219.0,-7.94
2024/10/24,玉米,418.75,424.0,418.25,421.5,287987.0,419.0,2.5,0.6,246005.0,41982.0,17.07
2024/10/25,玉米,420.5,421.0,414.5,415.25,247609.0,421.5,-6.25,-1.48,287987.0,-40378.0,-14.02
2024/10/28,玉米,413.25,414.75,410.0,410.75,251359.0,415.25,-4.5,-1.08,247609.0,3750.0,1.51
2024/10/29,玉米,410.0,414.75,410.0,413.75,197431.0,410.75,3.0,0.73,251359.0,-53928.0,-21.45
2024/10/30,玉米,413.25,414.25,411.0,411.5,170092.0,413.75,-2.25,-0.54,197431.0,-27339.0,-13.85
2024/10/31,玉米,411.5,412.75,409.25,410.75,238814.0,411.5,-0.75,-0.18,170092.0,68722.0,40.4
2024/11/01,玉米,410.75,415.75,410.5,414.5,197406.0,410.75,3.75,0.91,238814.0,-41408.0,-17.34
2024/11/04,玉米,414.0,420.0,413.0,416.5,219138.0,414.5,2.0,0.48,197406.0,21732.0,11.01
2024/11/05,玉米,416.25,419.75,415.25,418.5,167928.0,416.5,2.0,0.48,219138.0,-51210.0,-23.37
2024/11/06,玉米,418.0,426.75,414.25,426.25,283193.0,418.5,7.75,1.85,167928.0,115265.0,68.64
2024/11/07,玉米,425.75,428.5,422.25,427.5,310584.0,426.25,1.25,0.29,283193.0,27391.0,9.67
2024/11/08,玉米,427.5,434.75,426.75,431.0,347310.0,427.5,3.5,0.82,310584.0,36726.0,11.82
2024/11/11,玉米,430.0,432.0,426.5,430.0,250205.0,431.0,-1.0,-0.23,347310.0,-97105.0,-27.96
2024/11/12,玉米,429.75,433.5,426.75,428.5,250503.0,430.0,-1.5,-0.35,250205.0,298.0,0.12
2024/11/13,玉米,428.5,429.75,424.25,426.5,235165.0,428.5,-2.0,-0.47,250503.0,-15338.0,-6.12
2024/11/14,玉米,426.0,428.0,418.25,419.0,292267.0,426.5,-7.5,-1.76,235165.0,57102.0,24.28
2024/11/15,玉米,418.75,425.0,417.0,424.0,218570.0,419.0,5.0,1.19,292267.0,-73697.0,-25.22
2024/11/18,玉米,423.75,429.5,422.25,429.25,190964.0,424.0,5.25,1.24,218570.0,-27606.0,-12.63
2024/11/19,玉米,428.75,431.5,426.5,427.25,215160.0,429.25,-2.0,-0.47,190964.0,24196.0,12.67
2024/11/20,玉米,427.0,432.0,424.75,430.25,224875.0,427.25,3.0,0.7,215160.0,9715.0,4.52
2024/11/21,玉米,430.0,432.0,426.25,426.75,187445.0,430.25,-3.5,-0.81,224875.0,-37430.0,-16.64
2024/11/22,玉米,426.75,429.5,425.0,425.5,159873.0,426.75,-1.25,-0.29,187445.0,-27572.0,-14.71
2024/11/25,玉米,425.25,426.25,422.25,424.75,226269.0,425.5,-0.75,-0.18,159873.0,66396.0,41.53
2024/11/26,玉米,424.25,425.75,417.75,420.0,210241.0,424.75,-4.75,-1.12,226269.0,-16028.0,-7.08
2024/11/27,玉米,420.0,422.25,414.75,415.75,145009.0,420.0,-4.25,-1.01,210241.0,-65232.0,-31.03
2024/11/29,玉米,416.0,423.5,415.0,423.0,7903.0,415.75,7.25,1.74,145009.0,-137106.0,-94.55
2024/12/02,玉米,423.0,425.5,420.75,424.5,3895.0,423.0,1.5,0.35,7903.0,-4008.0,-50.71
2024/12/03,玉米,425.0,428.0,422.75,423.25,4091.0,424.5,-1.25,-0.29,3895.0,196.0,5.03
2024/12/04,玉米,423.25,424.5,421.0,422.0,1723.0,423.25,-1.25,-0.3,4091.0,-2368.0,-57.88
2024/12/05,玉米,421.5,427.0,420.25,426.5,2566.0,422.0,4.5,1.07,1723.0,843.0,48.93
2024/12/06,玉米,426.5,431.5,425.25,430.75,1372.0,426.5,4.25,1.0,2566.0,-1194.0,-46.53
2024/12/09,玉米,431.25,434.75,431.0,434.0,1586.0,430.75,3.25,0.75,1372.0,214.0,15.6
2024/12/10,玉米,433.5,440.75,433.25,440.5,1685.0,434.0,6.5,1.5,1586.0,99.0,6.24
2024/12/11,玉米,440.0,443.25,437.75,438.0,570.0,440.5,-2.5,-0.57,1685.0,-1115.0,-66.17
2024/12/12,玉米,436.5,439.0,431.75,431.75,334.0,438.0,-6.25,-1.43,570.0,-236.0,-41.4
2024/12/13,玉米,434.25,434.25,426.25,430.0,170867.0,431.75,-1.75,-0.41,334.0,170533.0,51057.78
2024/12/16,玉米,441.25,445.75,441.25,445.0,157167.0,430.0,15.0,3.49,170867.0,-13700.0,-8.02
2024/12/17,玉米,445.0,446.75,441.25,443.5,164416.0,445.0,-1.5,-0.34,157167.0,7249.0,4.61
2024/12/18,玉米,443.75,446.5,437.0,437.25,176178.0,443.5,-6.25,-1.41,164416.0,11762.0,7.15
2024/12/19,玉米,437.0,441.0,435.75,440.75,182519.0,437.25,3.5,0.8,176178.0,6341.0,3.6
2024/12/20,玉米,439.75,447.5,439.5,446.25,191422.0,440.75,5.5,1.25,182519.0,8903.0,4.88
2024/12/23,玉米,446.0,448.25,445.25,447.75,132878.0,446.25,1.5,0.34,191422.0,-58544.0,-30.58
2024/12/24,玉米,447.25,448.75,446.75,448.5,88153.0,447.75,0.75,0.17,132878.0,-44725.0,-33.66
2024/12/26,玉米,448.5,454.25,448.5,453.75,176165.0,448.5,5.25,1.17,88153.0,88012.0,99.84
2024/12/27,玉米,453.25,455.0,452.25,454.0,162024.0,453.75,0.25,0.06,176165.0,-14141.0,-8.03
2024/12/30,玉米,453.75,458.5,449.75,452.25,217069.0,454.0,-1.75,-0.39,162024.0,55045.0,33.97
2024/12/31,玉米,452.25,459.0,452.0,458.5,172882.0,452.25,6.25,1.38,217069.0,-44187.0,-20.36
2025/01/02,玉米,457.25,459.75,456.25,459.5,163449.0,458.5,1.0,0.22,172882.0,-9433.0,-5.46
2025/01/03,玉米,459.5,459.75,449.25,450.75,199340.0,459.5,-8.75,-1.9,163449.0,35891.0,21.96
2025/01/06,玉米,451.5,460.25,451.5,457.75,227403.0,450.75,7.0,1.55,199340.0,28063.0,14.08
2025/01/07,玉米,456.0,458.5,453.0,458.0,211629.0,457.75,0.25,0.05,227403.0,-15774.0,-6.94
2025/01/08,玉米,457.75,459.25,453.5,454.0,192588.0,458.0,-4.0,-0.87,211629.0,-19041.0,-9.0
2025/01/09,玉米,454.0,457.25,453.5,456.0,157712.0,454.0,2.0,0.44,192588.0,-34876.0,-18.11
2025/01/10,玉米,456.0,472.5,455.75,470.5,467086.0,456.0,14.5,3.18,157712.0,309374.0,196.16
2025/01/13,玉米,469.75,477.0,469.25,476.5,376883.0,470.5,6.0,1.28,467086.0,-90203.0,-19.31
2025/01/14,玉米,475.5,479.75,473.5,474.5,278017.0,476.5,-2.0,-0.42,376883.0,-98866.0,-26.23
2025/01/15,玉米,474.25,479.5,474.0,478.75,278017.0,474.5,4.25,0.9,278017.0,0.0,0.0
2025/01/24,玉米,487.0,489.25,483.5,488.25,104153.0,478.75,9.5,1.98,278017.0,-173864.0,-62.54
